N_items,N_abstract_segments,N_fulltext_files,items_without_abstract,items_with_multiple_abstracts,items_with_multiple_fulltexts,abstract_missing_markers_removed,multilingual_abstract_items,multilingual_fulltext_items
19710,24411,20750,115,4365,463,8,4282,380
