metric,estimate,ci_lower,ci_upper,confidence,n_resamples
f1_macro,0.7522276914464162,0.7372236272436351,0.76431303946699,0.95,1000
f1_micro,0.768457672980286,0.7566867283950617,0.7797311271975181,0.95,1000
