model,epoch,train_loss,validation_f1_macro,validation_f1_micro,validation_average_precision_macro,learning_rate,improved,best_epoch,best_validation_f1_macro
labse_finetuned,1,0.05706241473296716,0.6595727349863927,0.6647293861242282,0.6835838548306937,2e-05,True,1,0.6595727349863927
labse_finetuned,2,0.0392589127732069,0.6894949235870148,0.6912393162393162,0.7197709354795119,2e-05,True,2,0.6894949235870148
labse_finetuned,3,0.03175184748392577,0.7077866350852974,0.721342383107089,0.7319938005299378,2e-05,True,3,0.7077866350852974
labse_finetuned,4,0.026280561982466793,0.7077024128425999,0.7173872003020577,0.7441539905723948,2e-05,False,3,0.7077866350852974
labse_finetuned,5,0.021997092891524083,0.7148366643474846,0.73206106870229,0.7502054640710393,2e-05,True,5,0.7148366643474846
