phase,preprocessing,feature_set,representation,classifier,fit_warning,label,iterations,max_iter,converged
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Física,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Geografía,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Historia,25,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Humanidades,27,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Ingeniería,23,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Letras,26,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Odontología,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Periodismo,23,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Psicología,21,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Química,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Relaciones Internacionales,23,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Sociología,23,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Trabajo Social,21,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Urbanismo,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol1e4,,Zoología,23,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Antropología,17,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Arquitectura,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Astronomía,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Bellas Artes,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Bibliotecología,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Biología,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Agrarias,17,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Astronómicas,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Económicas,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Exactas,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Informáticas,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Jurídicas,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Médicas,17,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Naturales,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Sociales,21,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias Veterinarias,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ciencias de la Educación,21,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Comunicación,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Comunicación Social,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Educación,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Educación Física,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Filosofía,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Física,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Geografía,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Historia,21,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Humanidades,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Ingeniería,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Letras,22,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Odontología,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Periodismo,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Psicología,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Química,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Relaciones Internacionales,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Sociología,20,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Trabajo Social,18,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Urbanismo,19,200000,True
validation,language_stopwords,fulltext,tfidf,linear_svc_c05_tol5e4,,Zoología,19,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Antropología,46,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Arquitectura,25,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Astronomía,89,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Bellas Artes,402,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Bibliotecología,174,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Biología,88,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Agrarias,176,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Astronómicas,24,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Económicas,342,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Exactas,56,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Informáticas,80,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Jurídicas,22,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Médicas,62,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Naturales,23,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Sociales,47987,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias Veterinarias,45,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ciencias de la Educación,78,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Comunicación,44,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Comunicación Social,29,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Educación,47974,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Educación Física,113,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Filosofía,406,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Física,185,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Geografía,50,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Historia,690,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Humanidades,162852,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Ingeniería,60,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Letras,41,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Odontología,23,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Periodismo,26,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Psicología,38,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Química,37,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Relaciones Internacionales,36,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Sociología,387,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Trabajo Social,20,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Urbanismo,20,200000,True
isolated_test_refit,language_stopwords,fulltext,bm25,linear_svc_c05_tol5e4,,Zoología,23,200000,True
