model,epoch,train_loss,validation_f1_macro,validation_f1_micro,validation_average_precision_macro,learning_rate,improved,best_epoch,best_validation_f1_macro
sbert_finetuned,1,0.07305774300598959,0.5966653768756922,0.5969005746125718,0.6042079898432992,2e-05,True,1,0.5966653768756922
sbert_finetuned,2,0.04260002271327103,0.6291847532542686,0.6315971024491204,0.6456423489324212,2e-05,True,2,0.6291847532542686
sbert_finetuned,3,0.030672542004203662,0.6455666655484915,0.6512537791214654,0.6606148474444022,2e-05,True,3,0.6455666655484915
sbert_finetuned,4,0.022901908792988097,0.6556988747641566,0.672471285661356,0.6792993226756051,2e-05,True,4,0.6556988747641566
sbert_finetuned,5,0.01786516341798242,0.6663404363402249,0.6794207044519935,0.6915402748161388,2e-05,True,5,0.6663404363402249
